43,X8LZHG1,Multi Veh - Unclear Liab,Closed without Payment,1,WHITE,PS REAR 1/4 PANEL W,TC,2005,Automobile,Complete Front End,More than one,21-50 mph
86,4HNYX8U,Multi Veh - Unclear Liab,Closed with Payment,2,White,POI: TRUNK REAR BUM,CAMRY L/LE,2013,Automobile,Complete Rear End,None,Parked or Stopped
90,UYZS9X8,Multi Veh - Unclear Liab,Closed with Payment,1,CHARCOAL,POI: COMPLETE FRONT,320I,2014,Automobile,Complete Front End,More than one,21-50 mph
134,XC9Y93K,Single Veh,Closed with Payment,6,WHITE PRL,"CHIPPED, DENTED, HO",ALTIMA,2016,Automobile,Passenger Front Corner,None,Below 10 mph
141,IESEMUR,Multi Veh - Unclear Liab,Closed with Payment,1,RED,D/S / P/S DAMAGE FR,XTERRA X/S,2014,Automobile,Complete Front End,More than one,Unknown
219,VC4ALX9,Multi Veh - Unclear Liab,Closed with Payment,4,White,REAR END DAMAGE,GRAND CHER,2016,Automobile,Complete Rear End,None,Parked or Stopped
237,S2CPVFL,Multi Veh - Unclear Liab,Closed with Payment,1,TAN,CRUSHED HOOD RADIAT,CAMRY CE/L,1997,Automobile,Complete Front End,None,21-50 mph
253,SPQOG3S,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,POI: FRT END DMG UN,LEGACY BRI,1995,Automobile,Complete Front End,None,Below 10 mph
256,WLEW4ZU,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI- FRONT ENDHOOD,A7,2014,Automobile,Complete Front End,None,10-20 mph
342,DLBTDZI,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,POI:P/S SCRATCHED S,LUCERNE CX,2008,Automobile,Passenger Center,None,Unknown
375,8XI31PM,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,SUP TRUCK BED PUSH,PICKUP 350,2019,Automobile,Complete Rear End,None,Parked or Stopped
441,MHED49W,Multi Veh - Unclear Liab,Closed without Payment,1,GREEN,"RIGHT TIRE SLASHED,",EXPLORER S,2001,Automobile,Complete Rear End,None,21-50 mph
590,ALFFAD4,Single Veh,Closed without Payment,2,BLUE,PRIMARY POINT OF DA,CONTOUR LX,1998,Automobile,No Damage,None,Unknown
609,J9ESNTR,Single Veh,Closed without Payment,1,Gray,POI-FRONT PLOW BLAD,SIERRA 150,2011,Automobile,No Damage,None,10-20 mph
620,HQDOTAD,Multi Veh - Unclear Liab,Closed with Payment,2,White,SUPP IN BUMPER,S550,2016,Automobile,Complete Rear End,None,Parked or Stopped
626,Z2SQKOU,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,"P.S FRNT END DMG, E",MALIBU LTZ,2011,Automobile,Passenger Front Corner,None,Unknown
680,ILY1982,Multi Veh - Unclear Liab,Closed with Payment,1,DARK GREY,POI-R QTR PANEL PS,TAHOE,2004,Automobile,Passenger Rear Corner,None,Below 10 mph
688,U454NQD,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,BACK BUMPER FELL DO,COROLLA L/,2012,Automobile,Complete Rear End,None,21-50 mph
809,LGT1MTR,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI ENTIRE REAR P/S,ALTIMA,2014,Automobile,Passenger Rear Corner,More than one,10-20 mph
928,GSE7APU,Multi Veh - Unclear Liab,Closed with Payment,4,Silver,"HOOD BENT UP,",PILOT,2015,Automobile,Passenger Front Corner,None,Unknown
953,BW5QOX0,Multi Veh - Unclear Liab,Closed with Payment,1,BURGUNDY,COMPLETE F/E,ELANTRA LT,2015,Automobile,Complete Front End,One,Unknown
989,2TE58E9,Multi Veh - Clear Liab,Closed with Payment,2,WHITE,SUPP,ES 350,2016,Automobile,Complete Rear End,None,Parked or Stopped
1020,29P9UV0,Multi Veh - Unclear Liab,Closed with Payment,5,Blue,D/S QTR PANEL/REAR,ACCORD EX,2013,Automobile,Driver Rear Corner,None,21-50 mph
1070,SAHVOCU,Multi Veh - Unclear Liab,Closed without Payment,0,Green,PASS SIDE FRONT FND,SEBRING TO,2005,Automobile,Passenger Front Corner,None,Unknown
1205,0XO25AD,Multi Veh - Unclear Liab,Closed with Payment,4,Black,PRIMARY POINT OF DA,Q7 QUATTRO,2018,Automobile,Complete Rear End,None,Parked or Stopped
1260,YHF8QJ0,Multi Veh - Clear Liab,Closed without Payment,2,Black,REAR BUMPER AND TRU,C300,2018,Automobile,Complete Rear End,None,Below 10 mph
1356,EERZEUV,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,POI: D/S FRONT END,X6 M AWD,2012,Automobile,Driver Front Corner,None,10-20 mph
1372,08KJIXO,Multi Veh - Unclear Liab,Closed with Payment,4,Magnetic Gray,SUPP,RAV4 XLE,2015,Automobile,Passenger Rear Corner,None,Parked or Stopped
1417,UEGXD6N,Single Veh,Closed without Payment,1,SILVER,POI: D/S WINDSHIELD,RIO EX,2012,Automobile,Complete Front End,None,10-20 mph
1471,WAZC6JZ,Multi Veh - Unclear Liab,Closed without Payment,1,Unknown,NO DAMAGE,CAMRY L/LE,2014,Automobile,No Damage,None,Parked or Stopped
1582,9GWO9X4,Multi Veh - Unclear Liab,Closed without Payment,1,White,UNKNOWN DETAILS,TOWN & COU,2014,Automobile,No Damage,None,Unknown
1670,DWIO1AJ,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,POI FRONT END,CR-V EX,2004,Automobile,Complete Front End,None,Unknown
1719,07ABHRX,Multi Veh - Unclear Liab,Closed with Payment,3,BLACK CRYSTAL,DMG TO FRONT END AN,200 LIMITE,2014,Automobile,Complete Front End,None,Below 10 mph
1826,XJ45FEV,Multi Veh - Unclear Liab,Closed without Payment,1,GOLD,EXISTING DMG ON VEH,MAXIMA GXE,2000,Automobile,Complete Rear End,None,Unknown
1839,1JSLB9B,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,ROLLOVER/VERIFY DMG,PICKUP 150,2014,Automobile,All Over,More than one,Unknown
1929,BODLLZO,Multi Veh - Unclear Liab,Closed without Payment,1,White,POI: REAR BUMPER DE,CARAVAN,2000,Automobile,Complete Rear End,None,21-50 mph
1948,F33UC00,Multi Veh - Unclear Liab,Closed with Payment,2,White,R/E DMG . IV SMOKIN,CAYENNE AW,2014,Automobile,Complete Rear End,Unknown,Unknown
1971,TWW8TRS,Single Veh,Closed with Payment,2,SILVER,POI: FRONT END BUMP,ACCORD LX,2005,Automobile,Complete Front End,None,10-20 mph
2047,Q87P67D,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,FRONT END ALMOST RI,YARIS L/YA,2018,Automobile,Complete Front End,None,Below 10 mph
2107,BIHP9QG,Multi Veh - Unclear Liab,Closed with Payment,5,SILVER,REAR BUMPER DENTED/,TACOMA ACC,2014,Automobile,Driver Rear Corner,None,Below 10 mph
2148,0D2O66X,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI: D/S FRONT & RE,DTS,2006,Automobile,Passenger Center,Unknown,Unknown
2177,GUIGRU0,Multi Veh - Unclear Liab,Closed with Payment,1,RED,FRONT END DMG,FORESTER 2,2009,Automobile,Complete Front End,More than one,Unknown
2193,97QO8JT,Multi Veh - Unclear Liab,Closed with Payment,1,RED,UNK,G6,2006,Automobile,Complete Front End,More than one,Unknown
2284,GN8SGEY,Multi Veh - Unclear Liab,Closed with Payment,6,Gold,SUPP,MILAN PREM,2010,Automobile,Complete Front End,None,Below 10 mph
2312,0BGNOPQ,Multi Veh - Unclear Liab,Closed with Payment,4,GRAY,POI FRT PSHEADLIGHT,TRAILBLAZE,2006,Automobile,Passenger Front Corner,None,Over 50 mph
2358,D3FRC6U,Multi Veh - Unclear Liab,Closed with Payment,5,Yellow,DRIVER SIDE BOTH DO,MUSTANG,2016,Automobile,Driver Center,None,Unknown
2571,QED2XAE,Multi Veh - Unclear Liab,Closed with Payment,2,Silver,FRT P/S BUMPER BRKN,CAMRY CE/L,2008,Automobile,Passenger Front Corner,None,Unknown
2639,9BZKU1M,Single Veh,Closed with Payment,1,BLACK,UNK,JETTA SE,2011,Automobile,Complete Front End,More than one,Unknown
2684,33AQHDZ,Multi Veh - Unclear Liab,Closed with Payment,2,Black,SUPP,YUKON DENA,2017,Automobile,Complete Rear End,None,Parked or Stopped
2704,ND6HJH0,Multi Veh - Unclear Liab,Closed with Payment,2,GRAY,FRT END,PATRIOT LA,2016,Automobile,Complete Front End,None,Unknown
2771,9E9S5F1,Multi Veh - Unclear Liab,Closed with Payment,2,GREEN,ENTIRE FRONT FENDER,RAV4 BASE,2004,Automobile,Complete Front End,None,Unknown
2814,ZVLLXH6,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,FRONT END PUSHED IN,A4 2.0T QU,2010,Automobile,Complete Front End,More than one,21-50 mph
2873,GM1QCKJ,Multi Veh - Unclear Liab,Closed with Payment,1,RED,POI-FRONT END PUSHE,COLORADO B,2004,Automobile,Complete Front End,None,Below 10 mph
2888,7X5SF87,Multi Veh - Unclear Liab,Closed with Payment,1,Gray,DS FRONT BUMPER,GRAND CHER,2001,Automobile,Driver Front Corner,None,Unknown
2926,SSYG9YL,Multi Veh - Unclear Liab,Closed with Payment,2,Silver,"FENDERS, DOORS, WHE",E400 HYBRI,2015,Automobile,Passenger Center,None,Unknown
3023,MEAVUXT,Multi Veh - Unclear Liab,Closed with Payment,2,50U=SUMMIT WHI,FT END HOOD PS AND,SIERRA 250,2012,Automobile,Complete Front End,None,21-50 mph
3079,Q384TBS,Multi Veh - Unclear Liab,Closed without Payment,4,GREEN,UNK,NEON BASE/,2000,Automobile,Driver Front Corner,Unknown,Unknown
3125,6ZMXAYU,Multi Veh - Unclear Liab,Closed with Payment,4,Brown,DMG/POI-D/S REAR BU,TL TYPE-S,2007,Automobile,Driver Rear Corner,None,Parked or Stopped
3144,N6IXMA0,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,D/S FRONT FENDER SM,SANTA FE,2013,Automobile,Driver Front Corner,None,Below 10 mph
3324,9B1GT1D,Multi Veh - Unclear Liab,Closed with Payment,6,Silver,POI: F/E D/S BUMPER,G35,2008,Automobile,Driver Front Corner,None,21-50 mph
3418,YN72VH8,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,BACK LIGHTS POPPED,COROLLA L/,2015,Automobile,Complete Rear End,None,Parked or Stopped
3443,EJS7NT2,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,POI: UNKNOWN EXTENS,CIVIC,2007,Automobile,All Over,One,Unknown
3593,0YOI0U6,Multi Veh - Unclear Liab,Closed with Payment,2,BURGUNDY,"TIRE DMGS, FENDER D",TRAVERSE L,2016,Automobile,Passenger Center,None,Unknown
3608,4NMW2AG,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,WHOLE F/E AND D/S D,MILAN,2008,Automobile,Complete Front End,One,21-50 mph
3614,PPEHE67,Multi Veh - Unclear Liab,Closed with Payment,3,BLACK,"GRILL, RADIATIOR WA",H3,2006,Automobile,Complete Front End,None,Below 10 mph
3652,NTDZPMT,Single Veh,Closed with Payment,4,Blue,SUPP,ROGUE,2017,Automobile,Complete Rear End,None,Parked or Stopped
3655,6BW6ICU,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,FRONT END AND BOTH,CIVIC LX,2015,Automobile,Complete Front End,None,Over 50 mph
3680,RR84MTR,Multi Veh - Unclear Liab,Closed with Payment,4,Silver,POI: REAR END-BUMPE,RABBIT,2008,Automobile,Complete Rear End,None,Parked or Stopped
3708,3OMIYKX,Multi Veh - Unclear Liab,Closed with Payment,4,SILVER,POI: D/S FENDER DEN,ACCORD EX,2003,Automobile,Driver Front Corner,None,10-20 mph
3835,4N1LDHC,Multi Veh - Unclear Liab,Closed with Payment,2,GRAY,POI: PS FRONT FENDE,PATHFINDER,2008,Automobile,Passenger Front Corner,None,21-50 mph
3844,93BLUGY,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,WHEEL AND POSSIBLE,CR-V EX AW,2016,Automobile,Passenger Front Corner,More than one,21-50 mph
3852,JUXCMVI,Multi Veh - Unclear Liab,Closed with Payment,2,White,POI:FRONT BUMPER BE,SILVERADO,2007,Automobile,Complete Front End,None,10-20 mph
3886,HR1LSFE,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,P/S FRT TIRE RIM BE,E350 4MATI,2011,Automobile,Passenger Front Corner,None,Unknown
3892,RNJXN4J,Multi Veh - Unclear Liab,Closed with Payment,1,BURGUNDY,FRONT END,GALANT ES,2005,Automobile,Complete Front End,One,Unknown
3904,QLRE4UH,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,COMPLETE FRONT END,TAHOE LS/L,2008,Automobile,Complete Front End,One,21-50 mph
3940,Y3DX274,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,ALARM GOES OFF BECA,AVALON XLE,2016,Automobile,Complete Rear End,None,Parked or Stopped
3952,744A6AI,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,"D/S REAR DOOR, ROOF",MDX AWD,2014,Automobile,Driver Center,More than one,Below 10 mph
3964,L8GYFMR,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,P/S REAR AREA IS SC,MDX AWD,2013,Automobile,Passenger Rear Corner,None,10-20 mph
4007,B0MFHTA,Multi Veh - Unclear Liab,Closed with Payment,3,Bright White,COMPLETE FRONT END,CHEROKEE L,2016,Automobile,Complete Front End,None,10-20 mph
4038,LXTGV5X,Single Veh,Closed with Payment,1,RED,TREE LAYING ACROSS,TUNDRA CRE,2014,Automobile,Complete Rear End,Unknown,Unknown
4119,K0W2ROU,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI: P/S COMPLETE S,ACCORD LX,2014,Automobile,Complete Passenger Side,More than one,21-50 mph
4147,81DKVTJ,Multi Veh - Unclear Liab,Closed with Payment,1,BROWN,P/S REAR 1/4 PANEL,OPTIMA,2018,Automobile,Passenger Rear Corner,None,Below 10 mph
4177,1V6PL8W,Multi Veh - Unclear Liab,Closed with Payment,2,RED,POI: D/S FRONT DAMA,COROLLA BA,2010,Automobile,Driver Front Corner,None,21-50 mph
4202,91HDFJY,Multi Veh - Unclear Liab,Closed with Payment,2,MAROON,REAR WHEEL,TAHOE LS/L,2004,Automobile,Passenger Rear Corner,None,Below 10 mph
4212,D1CCE7G,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,FRONT END; LEFT COM,LACROSSE C,2011,Automobile,Complete Front End,One,21-50 mph
4230,KYHUVIF,Multi Veh - Unclear Liab,Closed without Payment,1,Green,POI/DMG- FRONT BUMP,OUTBACK 2.,2005,Automobile,Complete Front End,Unknown,Unknown
4280,UKJ4WZN,Multi Veh - Unclear Liab,Closed without Payment,1,Blue,PRIMARY POINT OF DA,SILVERADO,2015,Automobile,Complete Front End,None,Unknown
4389,7D2ZSYL,Multi Veh - Unclear Liab,Closed with Payment,2,BLUE,FRONT END DAMAGE,540I,2017,Automobile,Complete Front End,None,Unknown
4407,WX19NE9,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,SEVERE FRT END DMG,X3 3.0SI A,2007,Automobile,Complete Front End,More than one,Over 50 mph
4495,KV2CV15,Multi Veh - Unclear Liab,Closed without Payment,1,WHITE,DAMAGE TP P/S REAR,JOURNEY SX,2009,Automobile,Passenger Rear Corner,None,21-50 mph
4560,Y9O6TO0,Multi Veh - Unclear Liab,Closed without Payment,1,UNKNOWN,POI: R/E COLLISION,SANTA FE,2013,Automobile,Driver Rear Corner,Unknown,Parked or Stopped
4578,FTP0PVR,Multi Veh - Unclear Liab,Closed with Payment,4,RED,2 RT SIDE DOORS LOW,X3 XDRIVE,2014,Automobile,Complete Passenger Side,None,Unknown
4694,ZRE1MDW,Multi Veh - Unclear Liab,Closed with Payment,2,Black,FRONT BUMPER IS SMA,TAHOE LS/L,2007,Automobile,Complete Front End,One,21-50 mph
4706,8U0BQPG,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,UNK,FIT SPORT,2013,Automobile,Driver Front Corner,Unknown,Unknown
4769,55ZEEY9,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,P/S QUARTER PANEL D,A4 2.0T PR,2018,Automobile,Passenger Rear Corner,More than one,21-50 mph
4832,XA1QX3Q,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,WHOLE REAR IN PUSHE,MX-5 MIATA,2007,Automobile,Complete Rear End,None,21-50 mph
4876,QVJVWHT,Multi Veh - Unclear Liab,Closed with Payment,4,Red,POI: FRONT D/S DOOR,PRIUS BASE,2007,Automobile,Driver Front Corner,None,10-20 mph
4898,D9NZOZ6,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,PAINT TRANSFER TO R,SENTRA S/F,2013,Automobile,Complete Rear End,None,Parked or Stopped
4947,JXNTYQN,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,D/S EXTENT UNKNOWN,BEETLE,2013,Automobile,Driver Front Corner,None,Unknown
4977,XVJIAJB,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,"FRT END COMPLETE, D",PRIUS V,2014,Automobile,Complete Front End,More than one,21-50 mph
5017,DS68KFS,Multi Veh - Unclear Liab,Closed with Payment,4,WHITE,POI: FRONT BUMPER H,IMPREZA WR,2011,Automobile,Complete Front End,None,10-20 mph
5033,I4SQY2P,Multi Veh - Unclear Liab,Closed with Payment,5,Red,"BUMPER, GRILL",UNKNOWN,2019,Automobile,Driver Front Corner,None,Below 10 mph
5084,CQFOBMU,Multi Veh - Clear Liab,Closed without Payment,1,GREY,"TRUNK DAMAGED, BACK",MKZ,2012,Automobile,Complete Rear End,None,Parked or Stopped
5121,LP5Q6UQ,Single Veh,Closed with Payment,1,WHITE,POI:P/S CENTER TO R,TC,2008,Automobile,Passenger Rear Corner,One,Unknown
5202,6MW1B1Z,Multi Veh - Unclear Liab,Closed without Payment,1,RED,POI:  REAR BUMPER C,RAM RAM TR,2013,Automobile,Complete Rear End,None,Parked or Stopped
5565,JQI0S7T,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,UNK EXTENT OF DMGS.,GRAND CARA,2000,Automobile,Passenger Front Corner,More than one,21-50 mph
5619,A80R1PP,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,FRONT PASSENGER SID,AVENGER SE,2013,Automobile,Passenger Front Corner,None,Over 50 mph
5668,4IY51RY,Multi Veh - Unclear Liab,Closed with Payment,3,CRYSTAL CLARET,TRUNK DENTED AND WO,DTS,2008,Automobile,Complete Rear End,None,Parked or Stopped
5679,PIQ19LP,Multi Veh - Unclear Liab,Closed with Payment,4,Silver,POI/DMG: F P/S  HEA,EQUUS SIGN,2013,Automobile,Passenger Front Corner,Unknown,Unknown
5689,644VCO7,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,"ENTIRE REAR, FRONT",ACCORD LX,2008,Automobile,Complete Rear End,None,Parked or Stopped
5760,IW1RH4Z,Multi Veh - Unclear Liab,Closed with Payment,2,LIGHT BLUE,POI P/S SCRATCHED S,ACCORD CRO,2010,Automobile,Passenger Center,None,21-50 mph
5865,SRN1K76,Multi Veh - Unclear Liab,Closed with Payment,3,Black,POI: ENTIRE P/S DEN,CIVIC EX,2012,Automobile,Complete Passenger Side,None,10-20 mph
5906,46VKZLV,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,POI: BUMPER PAINT T,GRAND CHER,2008,Automobile,Complete Rear End,None,Parked or Stopped
5999,OA6EECR,Multi Veh - Unclear Liab,Closed with Payment,1,MAROON,D/S FRNT DMGS EXTNS,RAV4 LE,2016,Automobile,Driver Front Corner,One,Unknown
6043,31ZIT1F,Multi Veh - Unclear Liab,Closed without Payment,1,UNKNOWN,POI:REAR  BUMPER DA,CAMRY HYBR,2007,Automobile,Complete Rear End,None,Parked or Stopped
6101,FETG5XT,Multi Veh - Unclear Liab,Closed with Payment,4,SILVER,SUPP  AND REAR BUMP,HIGHLANDER,2018,Automobile,Complete Front End,None,Unknown
6173,75GQOFF,Multi Veh - Unclear Liab,Closed with Payment,1,TAN,DAMAGES UNK BUT TOL,IMPALA LT,2006,Automobile,Driver Front Corner,None,Unknown
6227,TWC867Q,Multi Veh - Unclear Liab,Closed without Payment,1,UNKNOWN,REAR BUMPER DAMAGED,COLORADO B,2004,Automobile,Complete Rear End,None,21-50 mph
6248,V0BTUXV,Multi Veh - Unclear Liab,Closed with Payment,4,BURGANDY,POI/DMG: D/S-R/E BU,XTERRA X/S,2008,Automobile,Driver Rear Corner,None,10-20 mph
6365,ZN1A7G6,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,REAR D/S BUMPER COR,PT CRUISER,2001,Automobile,Driver Rear Corner,None,Unknown
6399,TXMMZJT,Multi Veh - Unclear Liab,Closed with Payment,1,Blue,POI: PS FRONT HEADL,SENTRA XE/,2001,Automobile,Passenger Front Corner,None,Unknown
6419,UM1GSQY,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI AND DAMAGE DISC,NITRO HEAT,2011,Automobile,Driver Front Corner,More than one,Unknown
6431,HOGFOFE,Multi Veh - Unclear Liab,Closed without Payment,0,UNKNOWN,PRIMARY POINT OF DA,SPRINTER,2013,Automobile,Complete Rear End,None,Parked or Stopped
6448,5WPCC6P,Single Veh,Closed without Payment,1,Green,POI: FRONT END-UNKN,CAMRY CE/L,1998,Automobile,Driver Front Corner,Unknown,Unknown
6500,O8GQSJH,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,EXTENT OF DAMAGE UN,IS 250 AWD,2014,Automobile,Passenger Rear Corner,None,Unknown
6539,83RNZQ4,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,F/E DMG,SONATA GLS,2009,Automobile,Complete Front End,None,Unknown
6592,OFXXCBR,Multi Veh - Unclear Liab,Closed with Payment,1,RED,POI: EXTENSIVE P/S,PRIUS BASE,2008,Automobile,Passenger Center,None,Unknown
6616,R04E8Z1,Multi Veh - Unclear Liab,Closed without Payment,2,GRAY,PRIMARY POINT OF DA,DAKOTA LAR,2005,Automobile,Complete Front End,Unknown,Unknown
6625,3JBICJ8,Single Veh,Closed with Payment,1,GREY,REAR PASS SIDE PANE,ACCORD EX,2011,Automobile,Passenger Rear Corner,None,Below 10 mph
6730,WXV0EIC,Single Veh,Closed with Payment,1,GRAY,UNK EXTENT OF DMG,ESCAPE SE,2013,Automobile,Complete Front End,More than one,Unknown
6805,80QC73V,Single Veh,Closed with Payment,5,Blue,SUPP,FORESTER,2013,Automobile,Driver Front Corner,None,Unknown
6945,7KIS2WU,Multi Veh - Unclear Liab,Closed without Payment,0,BLUE,POI: FRONT BUMPER D,RX-8,2004,Automobile,Complete Front End,Unknown,Unknown
6978,ZLGW0PT,Multi Veh - Unclear Liab,Closed with Payment,1,RED,"BUMPER, GRILLE, HOO",CHARGER R/,2017,Automobile,Complete Front End,One,21-50 mph
7039,9IRIBYG,Single Veh,Closed with Payment,1,SILVER,POI FRONT END EXT T,VERSA S/VE,2008,Automobile,Complete Front End,One,21-50 mph
7049,H7YLA8A,Multi Veh - Unclear Liab,Closed with Payment,2,PRL WHITE,DMG TO REAR P/S AND,X5 XDRIVE,2017,Automobile,Passenger Rear Corner,None,Unknown
7060,VMU9K3J,Multi Veh - Unclear Liab,Closed with Payment,2,Gray,POI- F/E P/S PANEL,GRAND CHER,2013,Automobile,Passenger Front Corner,None,10-20 mph
7131,5XACBH2,Multi Veh - Unclear Liab,Closed without Payment,1,RED,POI: SCRATCH ON BAC,BOXSTER,2000,Automobile,Complete Rear End,None,Parked or Stopped
7195,MZQ3WEC,Multi Veh - Unclear Liab,Closed with Payment,4,Pearl Whi,POI FRT TO REAR P/S,VOLT PREMI,2012,Automobile,Complete Passenger Side,Unknown,21-50 mph
7210,BHXJLJ9,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,TRUNK PUSHED IN BUM,CAMRY LE/C,2004,Automobile,Complete Rear End,None,Over 50 mph
7253,I8S2TW7,Multi Veh - Unclear Liab,Closed with Payment,4,GREEN,POI: PS DOORS DENTE,OUTBACK 2.,2007,Automobile,Passenger Center,None,Below 10 mph
7270,WSH8LE7,Multi Veh - Unclear Liab,Closed with Payment,4,Silver,SUPP BUMPER CHEWED,TL,2008,Automobile,Driver Rear Corner,None,Parked or Stopped
7326,CP1V7DV,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,POI: EXTENSIVE R/E,FRONTIER C,2011,Automobile,Complete Rear End,None,Unknown
7379,6QHA3S0,Multi Veh - Unclear Liab,Closed with Payment,4,SILVER,"DS BOTH DOORS, 1/4",PRIUS,2016,Automobile,Driver Center,None,Unknown
7389,KH4RZ2J,Multi Veh - Unclear Liab,Closed with Payment,3,SILVER,POI: FRONT P/S BUMP,EDGE SEL,2009,Automobile,Passenger Front Corner,None,Unknown
7603,HVJZ6FQ,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI:F/E DENTED,SENTRA S/F,2013,Automobile,Complete Front End,One,Below 10 mph
7639,36RU8K5,Multi Veh - Unclear Liab,Closed with Payment,6,TAFFETA WHITE,SUPP  PS FE FEND,CR-V EX,2005,Automobile,Passenger Front Corner,None,21-50 mph
7648,29G2X99,Multi Veh - Unclear Liab,Closed with Payment,2,BLUE MET,POI: RR BUMPER IS D,ES 330,2004,Automobile,Complete Rear End,None,Parked or Stopped
7663,BKC5TCZ,Multi Veh - Unclear Liab,Closed without Payment,0,DARK CHERRY,PRIMARY POINT OF DA,ODYSSEY EX,2007,Automobile,Complete Rear End,None,Parked or Stopped
7676,ODHXCE8,Multi Veh - Unclear Liab,Closed without Payment,1,Gray,POI FRT END NO DMG,RANGER,1999,Automobile,No Damage,None,Below 10 mph
7795,BM8HBOT,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,"DAMAGE TO HOOD,",ACCORD EX,2008,Automobile,Complete Front End,More than one,21-50 mph
7903,HCNJD77,Multi Veh - Unclear Liab,Closed with Payment,2,Blue,DMG TO FRONT BUMPER,GLE350 4MA,2016,Automobile,Driver Front Corner,None,Below 10 mph
7905,A6BT60E,Multi Veh - Unclear Liab,Closed without Payment,0,UNKNOWN,PS FRONT,ELANTRA GL,2006,Automobile,Passenger Front Corner,None,Unknown
7930,SUC6GK2,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,"P/S FRT WHEEL,FRT B",MUSTANG EC,2017,Automobile,Driver Front Corner,More than one,10-20 mph
7985,3ZNRL6A,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI F/E,HHR LS,2011,Automobile,Complete Front End,One,Unknown
8173,MG87SJJ,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,UNK POI UNK EXT OF,SILVERADO,2013,Automobile,Driver Front Corner,Unknown,Unknown
8179,S2M44IR,Single Veh,Closed with Payment,7,Gray,DS SCRAPED AND DENT,CHEROKEE L,2017,Automobile,Complete Rear End,None,21-50 mph
8191,KV7YC3G,Multi Veh - Unclear Liab,Closed with Payment,6,GRAY,POI/DMG:P/S FRONT F,JETTA SEL,2013,Automobile,Passenger Front Corner,None,10-20 mph
8247,EGJDSQX,Multi Veh - Unclear Liab,Closed with Payment,4,Black,"PS FRT END, PS WHEE",SRX PERFOR,2013,Automobile,Passenger Front Corner,None,21-50 mph
8266,O6TCTX3,Single Veh,Closed without Payment,1,WHITE,P/D: FRONT BUMPER,IS 250,2012,Automobile,Complete Front End,None,Unknown
8333,SLL2WUX,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI FRONT END SMASH,ES 350,2011,Automobile,Complete Front End,Unknown,21-50 mph
8364,S43JXRN,Single Veh,Closed without Payment,1,White,NO DAMAGE,CHARGER,2015,Automobile,No Damage,None,Below 10 mph
8557,RY68U16,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,F/E DAMAGE,325,1987,Automobile,Complete Front End,None,Unknown
